seed,train_interactions,valid_interactions,test_interactions,train_ratio,valid_ratio,test_ratio
7,56419,12579,12699,0.690588393698667,0.15397138205809272,0.15544022424324028
19,56419,12579,12699,0.690588393698667,0.15397138205809272,0.15544022424324028
42,56419,12579,12699,0.690588393698667,0.15397138205809272,0.15544022424324028
123,56419,12579,12699,0.690588393698667,0.15397138205809272,0.15544022424324028
2025,56419,12579,12699,0.690588393698667,0.15397138205809272,0.15544022424324028
