algorithm,NDCG@10_mean,NDCG@10_std,NDCG@10_min,NDCG@10_max,NDCG@10_range,NDCG@10_cv_pct,Recall@10_mean,Recall@10_std,Recall@10_min,Recall@10_max,Recall@10_range,Recall@10_cv_pct,HR@10_mean,HR@10_std,HR@10_min,HR@10_max,HR@10_range,HR@10_cv_pct
ALS,0.1374126898695986,0.003101206585168983,0.13274787187347536,0.14036260538340836,0.007614733509932997,2.256856035721268,0.19219125048393293,0.00551495834091226,0.18564905990674763,0.2000353481795682,0.014386288272820569,2.869515821883529,0.7329798515376458,0.012238844577945683,0.71898197242842,0.7476139978791092,0.028632025450689214,1.6697381997978558
ItemKNN,0.1789095189936347,0.0022016222549146127,0.17561384032793625,0.18104520325950235,0.005431362931566097,1.2305786004561015,0.2264484337389954,0.004265836069250363,0.22137512834755643,0.23315112188388945,0.011775993536333018,1.8838002095290125,0.7618239660657476,0.01662567346533702,0.7454931071049841,0.7879109225874867,0.042417815482502674,2.182351068737863
Pop,0.12124345770874675,0.0013995190237129141,0.11908049734056257,0.1225653741083829,0.003484876767820333,1.1543047766543117,0.14622321533774324,0.004351844555468362,0.14144279486273115,0.1520249457152954,0.010582150852564254,2.976165272673402,0.6358430540827147,0.015451238789865552,0.6150583244962884,0.6521739130434783,0.03711558854718988,2.43003972295584
